Name, Latitude, Longitude
William Jessup University, 38.7898° N, 121.2909° W
San Jose State University, 37.3352° N, 121.8811° W
Santa Clara University, 37.3495° N, 121.9378° W
Scripps College, 34.1030° N, 117.7076° W
Shasta Bible College and Graduate School, 40.5446° N, 122.3447° W
Simpson University, 40.5901° N, 122.3705° W
Saint Mary's College of California, 37.8409° N, 122.1098° W
Sonoma State University, 38.3278° N, 122.6842° W
Vanguard University of Southern California, 33.6685° N, 117.8991° W
Concorde Career College-Garden Grove, 33.7764° N, 117.9350° W
Southern California Institute of Architecture, 34.0393° N, 118.2321° W
University of Southern California, 34.0224° N, 118.2851° W
Thomas Aquinas College, 34.4443° N, 119.2225° W
Epic Bible College, 38.5228° N, 121.4011° W
Concorde Career College-San Bernardino, 34.0641° N, 117.3039° W
Concorde Career College-North Hollywood, 34.1888° N, 118.3816° W
Carrington College California-Sacramento, 38.6166° N, 121.3987° W
Westmont College, 34.4427° N, 119.6567° W
Whittier College, 33.9756° N, 118.0263° W
Woodbury University, 34.1924° N, 118.3464° W
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary, 34.0548° N, 118.2721° W
Adams State University, 37.4750° N, 105.8767° W
Bel-Rea Institute of Animal Technology, 39.7203° N, 104.8976° W
University of Colorado Denver, 39.7439° N, 104.9793° W
University of Colorado Colorado Springs, 38.8951° N, 104.8175° W
University of Colorado Boulder, 40.0076° N, 105.2659° W
Colorado Christian University, 39.6722° N, 105.1742° W
Colorado College, 38.8471° N, 104.8246° W
Concorde Career College-Aurora, 39.6974° N, 104.8095° W
Colorado School of Mines, 39.7519° N, 105.2208° W
Colorado State University-Fort Collins, 40.5734° N, 105.0865° W
University of Denver, 39.6766° N, 104.9647° W
Fort Lewis College, 37.2825° N, 107.8779° W
Colorado Mesa University, 39.0698° N, 108.5626° W
Metropolitan State University of Denver, 39.7442° N, 105.0025° W
Naropa University, 40.0194° N, 105.2774° W
University of Northern Colorado, 40.4081° N, 104.7090° W
Regis University, 39.7890° N, 105.0453° W
Colorado State University-Pueblo, 38.2740° N, 104.6090° W
Western State Colorado University, 38.5505° N, 106.9300° W
Albertus Magnus College, 41.3425° N, 72.9355° W
University of Bridgeport, 41.1603° N, 73.2012° W
Central Connecticut State University, 41.6882° N, 72.7739° W
Connecticut College, 41.3781° N, 72.1024° W
University of Connecticut, 41.8077° N, 72.2532° W
Eastern Connecticut State University, 41.7103° N, 72.2265° W
Fairfield University, 41.1584° N, 73.2547° W
University of Hartford, 41.7901° N, 72.7188° W
Mitchell College, 41.3289° N, 72.0886° W
University of New Haven, 41.2922° N, 72.9611° W
Post University, 41.5240° N, 73.0455° W
Quinnipiac University, 41.4223° N, 72.8972° W
Sacred Heart University, 41.1904° N, 73.2433° W
University of Saint Joseph, 41.7942° N, 72.7292° W
St Vincent's College, 41.1867° N, 73.2116° W
Southern Connecticut State University, 41.3319° N, 72.9466° W
Trinity College, 41.7459° N, 72.6905° W
Wesleyan University, 41.5561° N, 72.6569° W
Western Connecticut State University, 41.3962° N, 73.4550° W
Yale University, 41.3163° N, 72.9223° W
Delaware State University, 39.1905° N, 75.5394° W
University of Delaware, 39.6796° N, 75.7572° W
Goldey-Beacom College, 39.7696° N, 75.5347° W
Wesley College, 39.1576° N, 75.5252° W
American University, 38.9378° N, 77.0882° W
Catholic University of America, 38.9343° N, 76.9962° W
Gallaudet University, 38.9072° N, 76.9942° W
George Washington University, 38.8997° N, 77.0488° W
Georgetown University, 38.9076° N, 77.0723° W
Howard University, 38.9227° N, 77.0194° W
National Conservatory of Dramatic Arts, 38.9086° N, 77.0424° W
Trinity Washington University, 38.9364° N, 77.0127° W
The Baptist College of Florida, 30.8393° N, 85.1818° W
Barry University, 25.8900° N, 80.1652° W
Bethune-Cookman University, 29.2143° N, 81.0351° W
Lynn University, 26.3650° N, 80.1049° W
Carlos Albizu University-Miami, 25.7704° N, 80.1959° W
University of Central Florida, 28.6024° N, 81.2001° W
Clearwater Christian College, 27.9903° N, 82.7347° W
South University-West Palm Beach, 26.7712° N, 80.1002° W
Eckerd College, 27.7149° N, 82.6876° W
Edward Waters College, 30.3289° N, 81.6765° W
Embry-Riddle Aeronautical University-Daytona Beach, 29.1859° N, 81.0498° W
Florida Agricultural and Mechanical University, 30.4404° N, 84.2807° W
Florida Atlantic University, 26.3707° N, 80.1024° W
Flagler College-St Augustine, 29.8921° N, 81.3114° W
Florida College, 28.0330° N, 82.3949° W
Concorde Career Institute-Jacksonville, 30.3398° N, 81.5081° W
Concorde Career Institute-Miramar, 25.9918° N, 80.2717° W
Concorde Career Institute-Tampa, 28.0172° N, 82.5333° W
Adventist University of Health Sciences, 28.6011° N, 81.3042° W
Florida Institute of Technology, 28.0675° N, 80.6228° W
Florida International University, 25.7578° N, 80.3731° W
Florida Memorial University, 25.9116° N, 80.2650° W
Florida Southern College, 28.0293° N, 81.9494° W
Florida State University, 30.4422° N, 84.2902° W
University of Florida, 29.6436° N, 82.3549° W
ITT Technical Institute-Tampa, 27.9435° N, 82.5058° W
Jacksonville University, 30.3265° N, 81.6621° W
Keiser University-Ft Lauderdale, 26.1899° N, 80.1713° W
University of Miami, 25.7214° N, 80.2793° W
Remington College-Tampa Campus, 28.0117° N, 82.4591° W
University of North Florida, 30.2692° N, 81.5075° W
Northwood University-Florida, 26.6017° N, 80.0643° W
Nova Southeastern University, 26.0804° N, 80.2414° W
Palm Beach Atlantic University, 26.7108° N, 80.0567° W
Ringling College of Art and Design, 27.3435° N, 82.5430° W
Rollins College, 28.5969° N, 81.3509° W
Saint Leo University, 28.3370° N, 82.2729° W
Saint John Vianney College Seminary, 28.3835° N, 81.5158° W
University of South Florida-Main Campus, 28.0631° N, 82.4128° W
St Thomas University, 25.9193° N, 80.2770° W
Stetson University, 29.0339° N, 81.3036° W
Oklahoma Panhandle State University, 36.5928° N, 101.2034° W
Oklahoma State University-Main Campus, 36.1274° N, 97.0711° W
Oklahoma Baptist University, 35.0433° N, 97.3611° W
Oklahoma City University, 35.4984° N, 97.5310° W
University of Oklahoma-Norman Campus, 35.2080° N, 97.4450° W
Oral Roberts University, 36.0391° N, 95.9423° W
Rogers State University, 36.3240° N, 95.6128° W
Saint Gregory's University, 35.0193° N, 96.7699° W
University of Science and Arts of Oklahoma, 34.6042° N, 97.9617° W
Southeastern Oklahoma State University, 34.0055° N, 96.3745° W
Southwestern Christian University, 35.5278° N, 97.6419° W
Southwestern Oklahoma State University, 35.5362° N, 98.6960° W
University of Tulsa, 36.1498° N, 95.9460° W
Concorde Career College-Portland, 45.4788° N, 122.6754° W
Concordia University-Portland, 45.5643° N, 122.6355° W
Eastern Oregon University, 45.5181° N, 117.0642° W
New Hope Christian College-Eugene, 44.0745° N, 123.1228° W
George Fox University, 45.3119° N, 122.9689° W
ITT Technical Institute-Portland, 45.5207° N, 122.6750° W
Lewis & Clark College, 45.4509° N, 122.6705° W
Linfield College-McMinnville Campus, 45.2055° N, 123.2005° W
Marylhurst University, 45.4128° N, 122.6652° W
Mount Angel Seminary, 45.0793° N, 122.8027° W
Multnomah University, 45.5275° N, 122.5830° W
Northwest Nannies Institute, 45.5288° N, 122.6846° W
Northwest Christian University, 44.0485° N, 123.0864° W
Oregon Institute of Technology, 42.2247° N, 121.7817° W
Oregon College of Art and Craft, 45.5242° N, 122.7239° W
Oregon State University, 44.5635° N, 123.2794° W
University of Oregon, 44.0448° N, 123.0703° W
Pacific Northwest College of Art, 45.5281° N, 122.6826° W
Pacific University, 45.5226° N, 123.1091° W
Portland State University, 45.5116° N, 122.6836° W
University of Portland, 45.5736° N, 122.7268° W
Reed College, 45.4796° N, 122.6296° W
Southern Oregon University, 42.1895° N, 122.6942° W
Warner Pacific College, 45.5196° N, 122.5856° W
Corban University, 44.9426° N, 123.0332° W
Willamette University, 44.9409° N, 123.0317° W
Western Oregon University, 44.9295° N, 123.0484° W
Bryn Athyn College of the New Church, 40.1454° N, 75.0453° W
Albright College, 40.3534° N, 75.9559° W
Allegheny College, 41.6480° N, 80.1464° W
DeSales University, 40.5506° N, 75.3862° W
Alvernia University, 40.3727° N, 75.9267° W
Baptist Bible College & Seminary of Pennsylvania, 41.4878° N, 75.5784° W
Arcadia University, 40.0942° N, 75.1660° W
Bidwell Training Center Inc, 40.4506° N, 80.0006° W
Bloomsburg University of Pennsylvania, 41.0032° N, 76.4545° W
Bradford School, 40.4517° N, 80.0078° W
Bryn Mawr College, 40.0280° N, 75.3151° W
Bucknell University, 40.9542° N, 76.8849° W
Cabrini College, 40.0423° N, 75.3551° W
California University of Pennsylvania, 40.0629° N, 79.8840° W
Carlow University, 40.4363° N, 79.9799° W
Carnegie Mellon University, 40.4432° N, 79.9436° W
Cedar Crest College, 40.5866° N, 75.5136° W
Chatham University, 40.4468° N, 79.9162° W
Chestnut Hill College, 40.0773° N, 75.2128° W
Clarion University of Pennsylvania, 41.2106° N, 79.3816° W
Curtis Institute of Music, 39.9473° N, 75.1654° W
Delaware Valley College, 40.3052° N, 75.1274° W
Dickinson College, 40.2024° N, 77.1982° W
Drexel University, 39.9544° N, 75.1888° W
Duquesne University, 40.4367° N, 79.9932° W
East Stroudsburg University of Pennsylvania, 41.0028° N, 75.1817° W
Eastern University, 40.0543° N, 75.3419° W
Edinboro University of Pennsylvania, 41.8745° N, 80.1275° W
Elizabethtown College, 40.1521° N, 76.6087° W
Aria Health School of Nursing, 40.0085° N, 75.1294° W
Franklin and Marshall College, 40.0438° N, 76.3145° W
Gannon University, 42.1243° N, 80.0851° W
Geneva College, 40.7870° N, 80.3318° W
Gettysburg College, 39.8309° N, 77.2312° W
Gwynedd Mercy University, 40.2195° N, 75.2785° W
Harcum College, 39.9784° N, 75.2643° W
Haverford College, 40.0125° N, 75.3045° W
Holy Family University, 40.0689° N, 74.9788° W
Hussian School of Art, 39.9534° N, 75.1674° W
Immaculata University, 40.0303° N, 75.5484° W
Indiana University of Pennsylvania-Main Campus, 40.6192° N, 79.1560° W
Johnson College, 41.3992° N, 75.6338° W
Juniata College, 40.4836° N, 78.0206° W
Keystone College, 41.5199° N, 75.7558° W
King's College, 41.2452° N, 75.8823° W
Kutztown University of Pennsylvania, 40.5126° N, 75.7777° W
La Roche College, 40.5519° N, 80.0178° W
La Salle University, 40.0315° N, 75.1575° W
Lafayette College, 40.6997° N, 75.2070° W
Lancaster Bible College, 40.0643° N, 76.2978° W
Lebanon Valley College, 40.3075° N, 76.5635° W
Lehigh University, 40.6065° N, 75.3785° W
Lincoln University of Pennsylvania, 39.8061° N, 75.9248° W
Lock Haven University, 41.1362° N, 77.4521° W
Lycoming College, 41.2426° N, 77.0046° W
Manor College, 40.1197° N, 75.0607° W
Mansfield University of Pennsylvania, 41.8072° N, 77.0775° W
Marywood University, 41.4429° N, 75.6405° W
Mercyhurst University, 42.1208° N, 80.0772° W
Messiah College, 40.1696° N, 77.0170° W
Metropolitan Career Center Computer Technology Institute, 39.9582° N, 75.1581° W
Millersville University of Pennsylvania, 39.9973° N, 76.3536° W
Misericordia University, 41.3311° N, 75.8451° W
Moore College of Art and Design, 39.9575° N, 75.1685° W
Moravian College, 40.6241° N, 75.3782° W
Mount Aloysius College, 40.4719° N, 78.3984° W
Muhlenberg College, 40.6014° N, 75.5124° W
Neumann University, 39.8987° N, 75.4428° W
New Castle School of Trades, 41.0414° N, 80.3534° W
Orleans Technical Institute, 40.0492° N, 75.0889° W
Pennsylvania State University-Penn State Erie-Behrend College, 42.1268° N, 80.0739° W
Pennsylvania State University-Penn State New Kensington, 40.5683° N, 79.7518° W
Pennsylvania State University-Penn State Shenango, 41.2582° N, 80.4626° W
Pennsylvania State University-Penn State Wilkes-Barre, 41.2343° N, 75.8893° W
Pennsylvania State University-Penn State Worthington Scranton, 41.4686° N, 75.6244° W
Pennsylvania State University-Penn State Lehigh Valley, 40.5799° N, 75.4648° W
Pennsylvania State University-Penn State Altoona, 40.4764° N, 78.4019° W
Pennsylvania State University-Penn State Beaver, 40.6898° N, 80.3155° W
Pennsylvania State University-Penn State Berks, 40.3656° N, 75.9502° W
Pennsylvania State University-Penn State Harrisburg, 40.2307° N, 76.7931° W
Pennsylvania State University-Penn State Brandywine, 39.9298° N, 75.4623° W
Pennsylvania State University-Penn State Dubois, 41.1263° N, 78.7638° W
Pennsylvania State University-Penn State Fayette- Eberly, 39.9047° N, 79.6409° W
Pennsylvania State University-Penn State Hazleton, 40.9634° N, 76.0106° W
Pennsylvania State University-Main Campus, 40.7982° N, 77.8599° W
Pennsylvania State University-Penn State Greater Allegheny, 40.2921° N, 79.8396° W
Pennsylvania State University-Penn State Mont Alto, 39.8749° N, 77.6177° W
Pennsylvania State University-Penn State Abington, 40.1224° N, 75.1159° W
Pennsylvania State University-Penn State Schuylkill, 40.6432° N, 76.2189° W
Pennsylvania State University-Penn State York, 39.9483° N, 76.7387° W
Penn Commercial Business/Technical School, 40.3326° N, 80.0453° W
Pennsylvania Academy of the Fine Arts, 39.9569° N, 75.1606° W
Pennsylvania College of Art and Design, 40.0425° N, 76.3035° W
University of Pennsylvania, 39.9522° N, 75.1932° W
Philadelphia University, 40.0344° N, 75.1733° W
The University of the Arts, 39.9478° N, 75.1622° W
Cairn University-Langhorne, 40.1865° N, 74.9058° W
University of the Sciences, 39.9499° N, 75.2080° W
University of Pittsburgh-Bradford, 41.9537° N, 78.6727° W
University of Pittsburgh-Greensburg, 40.3027° N, 79.5370° W
University of Pittsburgh-Johnstown, 40.2762° N, 78.8187° W
University of Pittsburgh-Pittsburgh Campus, 40.4442° N, 79.9537° W
University of Pittsburgh-Titusville, 41.6348° N, 79.6684° W
Pittsburgh Institute of Mortuary Science Inc, 40.4843° N, 79.9514° W
Point Park University, 40.4383° N, 80.0023° W
Reading Hospital School of Health Sciences, 40.3359° N, 75.9158° W
Robert Morris University, 40.5101° N, 80.2120° W
Rosemont College, 40.0396° N, 75.2905° W
Saint Francis University, 40.4861° N, 78.7389° W
Saint Joseph's University, 39.9956° N, 75.2404° W
Saint Vincent College, 40.3049° N, 79.4023° W
University of Scranton, 41.4080° N, 75.6562° W
Seton Hill University, 40.3137° N, 79.5377° W
University of Pittsburgh Medical Center-Shadyside School of Nursing, 40.4521° N, 79.9356° W
Laurel Technical Institute, 41.2909° N, 80.2408° W
Shippensburg University of Pennsylvania, 40.0588° N, 77.5247° W
Slippery Rock University of Pennsylvania, 41.0605° N, 80.0534° W
Saint Charles Borromeo Seminary-Overbrook, 39.9946° N, 75.2396° W
South Hills School of Business & Technology, 40.3109° N, 78.9134° W
Susquehanna University, 40.8504° N, 76.8623° W
Swarthmore College, 39.9059° N, 75.3539° W
Thaddeus Stevens College of Technology, 40.0431° N, 76.3056° W
Talmudical Yeshiva of Philadelphia, 40.0093° N, 75.1873° W
Temple University, 39.9809° N, 75.1579° W
Thiel College, 41.2608° N, 80.4353° W
Ursinus College, 40.1574° N, 75.4524° W
Valley Forge Christian College, 40.1127° N, 75.3952° W
Valley Forge Military College, 40.1058° N, 75.4133° W
Villanova University, 40.0374° N, 75.3438° W
Washington Hospital School of Nursing, 40.1606° N, 80.2406° W
Washington & Jefferson College, 40.1691° N, 80.2465° W
Waynesburg University, 39.8983° N, 80.1738° W
West Chester University of Pennsylvania, 39.9339° N, 75.5943° W
Westminster College, 41.1215° N, 80.3211° W
Widener University-Main Campus, 39.8615° N, 75.3582° W
Wilkes University, 41.2469° N, 75.8851° W
Wilson College, 39.9378° N, 77.6624° W
York College Pennsylvania, 39.9582° N, 76.7280° W
Brown University, 41.8267° N, 71.4025° W
Bryant University, 41.9222° N, 71.5430° W
Johnson & Wales University-Providence, 41.8212° N, 71.4140° W
Providence College, 41.8433° N, 71.4494° W
Rhode Island College, 41.8354° N, 71.4704° W
University of Rhode Island, 41.4846° N, 71.5260° W
Rhode Island School of Design, 41.8264° N, 71.4074° W
Roger Williams University, 41.5994° N, 71.2652° W
Salve Regina University, 41.4745° N, 71.3085° W
Anderson University, 40.1091° N, 85.6552° W
Charleston Southern University, 33.0447° N, 80.1607° W
Bob Jones University, 34.8770° N, 82.3542° W
Southern Wesleyan University, 34.7542° N, 82.5945° W
College of Charleston, 32.7830° N, 79.9375° W
Citadel Military College of South Carolina, 32.7976° N, 79.9586° W
Claflin University, 33.4914° N, 80.8549° W
Clemson University, 34.6766° N, 82.8364° W
Coker College, 34.3629° N, 80.0792° W
Columbia International University, 33.9853° N, 81.0256° W
Columbia College, 34.0086° N, 81.0221° W
Converse College, 34.9612° N, 81.9278° W
Erskine College, 34.3187° N, 82.3929° W
Francis Marion University, 34.2033° N, 79.7125° W
Furman University, 34.9231° N, 82.4365° W
Lander University, 34.1885° N, 82.1525° W
Limestone College, 35.0542° N, 81.6165° W
Newberry College, 34.2829° N, 81.6188° W
North Greenville University, 35.0774° N, 82.3944° W
Presbyterian College, 34.4954° N, 81.9241° W
University of South Carolina-Aiken, 33.5479° N, 81.7298° W
University of South Carolina-Beaufort, 32.4409° N, 80.6698° W
University of South Carolina-Columbia, 34.0007° N, 81.0260° W
University of South Carolina-Lancaster, 34.7265° N, 80.7785° W
University of South Carolina-Salkehatchie, 32.8803° N, 80.7015° W
University of South Carolina-Sumter, 33.9209° N, 80.3548° W
University of South Carolina-Union, 34.7173° N, 81.6179° W
Coastal Carolina University, 33.7896° N, 79.0147° W
South Carolina State University, 33.4859° N, 80.8545° W
University of South Carolina-Upstate, 34.9744° N, 81.9944° W
Spartanburg Methodist College, 34.9785° N, 81.8885° W
Voorhees College, 33.4885° N, 80.8548° W
Winthrop University, 34.9382° N, 81.0251° W
Wofford College, 34.9544° N, 81.9312° W
Augustana College, 43.5358° N, 96.7313° W
Black Hills State University, 44.3475° N, 103.7655° W
Dakota State University, 44.0123° N, 97.1109° W
Dakota Wesleyan University, 43.7244° N, 98.0344° W
Mount Marty College, 42.7802° N, 97.9131° W
Northern State University, 45.4715° N, 98.5201° W
Presentation College, 45.4677° N, 98.4873° W
South Dakota School of Mines and Technology, 44.0711° N, 103.2042° W
South Dakota State University, 44.3105° N, 96.7749° W
University of Sioux Falls, 43.5268° N, 96.7411° W
University of South Dakota, 42.7831° N, 96.9292° W
Aquinas College, 42.9363° N, 85.6119° W
Austin Peay State University, 36.5297° N, 87.3544° W
Baptist Memorial College of Health Sciences, 35.1424° N, 90.0521° W
Belmont University, 36.1354° N, 86.8002° W
Bethel University, 36.3335° N, 88.8753° W
Bryan College-Dayton, 35.4957° N, 85.0195° W
Carson-Newman University, 36.1291° N, 83.4647° W
Christian Brothers University, 35.1269° N, 89.9882° W
Cleveland State Community College, 35.2016° N, 84.8466° W
Concorde Career College-Memphis, 35.1434° N, 89.9254° W
Cumberland University, 36.2029° N, 86.2934° W
Lipscomb University, 36.1054° N, 86.7952° W
East Tennessee State University, 36.2994° N, 82.3656° W
Fisk University, 36.1676° N, 86.8025° W
Freed-Hardeman University, 35.5927° N, 88.8189° W
Johnson University, 36.0117° N, 83.8267° W
King University, 36.5293° N, 82.5829° W
Lane College, 35.6116° N, 88.8256° W
Le Moyne-Owen College, 35.1138° N, 90.0423° W
Lee University, 35.1561° N, 84.8776° W
Lincoln Memorial University, 36.5772° N, 83.6569° W
Maryville College, 35.7402° N, 83.9712° W
Memphis College of Art, 35.1490° N, 90.0377° W
University of Memphis, 35.1180° N, 89.9373° W
Middle Tennessee State University, 35.8487° N, 86.3628° W
Milligan College, 36.3089° N, 82.2929° W
Motlow State Community College, 35.2805° N, 86.3734° W
O'More College of Design, 35.9251° N, 86.8740° W
Rhodes College, 35.1531° N, 89.9892° W
Roane State Community College, 35.9045° N, 84.5065° W
Southwest Tennessee Community College, 35.1425° N, 90.0505° W
Sewanee-The University of the South, 35.2011° N, 85.9210° W
Southern Adventist University, 35.0597° N, 85.1548° W
Tennessee Wesleyan College, 35.4116° N, 84.5662° W
The University of Tennessee-Chattanooga, 35.0487° N, 85.3068° W
The University of Tennessee-Knoxville, 35.9540° N, 83.9264° W
The University of Tennessee-Martin, 36.3377° N, 88.8537° W
Tennessee Technological University, 36.1663° N, 85.5048° W
Tennessee Temple University, 35.0533° N, 85.2781° W
Trevecca Nazarene University, 36.1284° N, 86.7614° W
Tusculum College, 36.1786° N, 82.7862° W
Union University, 35.6653° N, 88.8361° W
Vanderbilt University, 36.1447° N, 86.8027° W
Walters State Community College, 36.1082° N, 83.5268° W
Abilene Christian University, 32.4699° N, 99.7097° W
Angelo State University, 31.4406° N, 100.4636° W
Austin College, 33.6487° N, 96.5886° W
Baylor University, 31.5469° N, 97.1193° W
Remington College-Dallas Campus, 32.8639° N, 96.9392° W
Vet Tech Institute of Houston, 29.8093° N, 95.4342° W
Concordia University-Texas, 30.3681° N, 97.9798° W
Texas A & M University-Corpus Christi, 27.7093° N, 97.3636° W
Dallas Baptist University, 32.7109° N, 96.9478° W
Dallas Christian College, 32.8526° N, 96.9142° W
University of Dallas, 32.8508° N, 96.9204° W
East Texas Baptist University, 32.5286° N, 94.3486° W
Texas A & M University-Commerce, 33.2351° N, 96.6405° W
Hardin-Simmons University, 32.4720° N, 99.7343° W
Houston Baptist University, 29.7169° N, 95.5401° W
University of Houston-Downtown, 29.7637° N, 95.3594° W
University of Houston, 29.7199° N, 95.3422° W
Howard Payne University, 31.7174° N, 98.9774° W
Huston-Tillotson University, 30.2661° N, 97.7263° W
University of the Incarnate Word, 29.4695° N, 98.4705° W
ITT Technical Institute-Arlington, 32.7320° N, 97.1131° W
ITT Technical Institute-Houston West, 29.7311° N, 95.5848° W
KD College Conservatory of Film and Dramatic Arts, 32.7975° N, 96.8017° W
Lamar University, 30.0374° N, 94.0742° W
Texas A & M International University, 27.5444° N, 99.4543° W
LeTourneau University, 32.3754° N, 94.8682° W
Lubbock Christian University, 33.5694° N, 101.8959° W
University of Mary Hardin-Baylor, 31.0481° N, 97.4322° W
McMurry University, 32.4413° N, 99.7472° W
Midwestern State University, 33.8891° N, 98.5207° W
University of North Texas, 33.2138° N, 97.1482° W
Northwood University-Texas, 32.7753° N, 96.7982° W
Our Lady of the Lake University, 29.4339° N, 98.5624° W
The University of Texas-Pan American, 26.1903° N, 98.2349° W
Paul Quinn College, 32.7121° N, 96.7534° W
Prairie View A & M University, 30.0942° N, 95.9868° W
Rice University, 29.7174° N, 95.4023° W
Saint Edward's University, 30.2297° N, 97.7552° W
University of St Thomas, 29.7355° N, 95.3939° W
Sam Houston State University, 30.7203° N, 95.5508° W
Schreiner University, 30.0374° N, 99.1461° W
St Mary's University, 29.4504° N, 98.5659° W
Southern Methodist University, 32.8456° N, 96.7842° W
Southwestern Assemblies of God University, 32.4799° N, 96.7092° W
Southwestern University, 30.6367° N, 97.6789° W
Stephen F Austin State University, 31.6093° N, 94.6483° W
Texas State University, 29.8884° N, 97.9380° W
Southwestern Adventist University, 32.4591° N, 97.3391° W
Sul Ross State University, 30.3695° N, 103.6615° W
Tarleton State University, 32.2189° N, 98.2201° W
Texas A & M University-Kingsville, 27.5164° N, 97.8586° W
Texas A & M University-College Station, 30.6130° N, 96.3400° W
The University of Texas at Arlington, 32.7299° N, 97.1155° W
The University of Texas at Austin, 30.2849° N, 97.7341° W
The University of Texas at Dallas, 32.9855° N, 96.7508° W
The University of Texas at El Paso, 31.7736° N, 106.5049° W
The University of Texas at Tyler, 32.3563° N, 95.2323° W
Texas Christian University, 32.7092° N, 97.3628° W
Texas Lutheran University, 29.5747° N, 97.9649° W
The University of Texas of the Permian Basin, 31.9151° N, 102.3384° W
The University of Texas at San Antonio, 29.5843° N, 98.6173° W
Texas Southern University, 29.7224° N, 95.3584° W
Texas Tech University, 33.5840° N, 101.8794° W
Texas Wesleyan University, 32.7317° N, 97.3217° W
Texas Woman's University, 33.2272° N, 97.1271° W
Trinity University, 29.4619° N, 98.4833° W
Wayland Baptist University, 34.1872° N, 101.7280° W
West Texas A & M University, 34.9817° N, 101.9160° W
Brigham Young University-Provo, 40.2518° N, 111.6493° W
Brigham Young University-Hawaii, 21.6419° N, 157.9267° W
ITT Technical Institute-Murray, 40.6564° N, 111.9020° W
Southern Utah University, 37.6761° N, 113.0653° W
Utah State University, 41.7400° N, 111.8134° W
University of Utah, 40.7648° N, 111.8421° W
Westminster College, 40.7181° N, 111.8479° W
Bennington College, 42.9203° N, 73.2359° W
Burlington College, 44.4891° N, 73.2222° W
Castleton State College, 43.6118° N, 73.1781° W
Champlain College, 44.4765° N, 73.2172° W
Goddard College, 44.0687° N, 72.6407° W
Green Mountain College, 43.4683° N, 73.1473° W
Johnson State College, 44.6354° N, 72.5678° W
Lyndon State College, 44.5362° N, 72.0109° W
Marlboro College, 42.8378° N, 72.7317° W
Middlebury College, 44.0187° N, 73.1784° W
Norwich University, 44.1417° N, 72.6568° W
Saint Michael's College, 44.4825° N, 73.1652° W
College of St Joseph, 43.5855° N, 73.0105° W
Southern Vermont College, 42.8815° N, 73.2425° W
Sterling College, 44.5812° N, 72.4429° W
Vermont Technical College, 43.9164° N, 72.6161° W
University of Vermont, 44.4789° N, 73.1968° W
Advanced Technology Institute, 36.8533° N, 76.2410° W
Averett University, 36.5793° N, 79.4143° W
Bluefield College, 37.2451° N, 81.2572° W
Bridgewater College, 38.3858° N, 78.9657° W
College of William and Mary, 37.2710° N, 76.7094° W
Regent University, 36.8002° N, 76.1950° W
Christopher Newport University, 37.0790° N, 76.4869° W
Jefferson College of Health Sciences, 37.2711° N, 79.9402° W
Emory & Henry College, 36.7729° N, 81.8383° W
Eastern Mennonite University, 38.4437° N, 78.8687° W
Ferrum College, 36.9215° N, 80.0155° W
George Mason University, 38.8304° N, 77.3075° W
Hampden-Sydney College, 37.2405° N, 78.4641° W
Hampton University, 37.0221° N, 76.3378° W
Hollins University, 37.3719° N, 79.9516° W
James Madison University, 38.4374° N, 78.8712° W
Liberty University, 37.3482° N, 79.1883° W
Longwood University, 37.3006° N, 78.3996° W
Lynchburg College, 37.4145° N, 79.1475° W
Mary Baldwin College, 38.1475° N, 79.0713° W
University of Mary Washington, 38.3037° N, 77.4737° W
Marymount University, 38.9024° N, 77.1452° W
Norfolk State University, 36.8533° N, 76.2753° W
Old Dominion University, 36.8860° N, 76.3048° W
Radford University, 37.1315° N, 80.5765° W
Randolph-Macon College, 37.7585° N, 77.4763° W
Randolph College, 37.4275° N, 79.1550° W
Richard Bland College of the College of William and Mary, 37.0815° N, 77.0505° W
University of Richmond, 37.5779° N, 77.5365° W
Roanoke College, 37.3159° N, 80.0260° W
Shenandoah University, 39.1777° N, 78.1667° W
Southern Virginia University, 37.0134° N, 79.1230° W
Sweet Briar College, 37.5619° N, 79.0767° W
The University of Virginia's College at Wise, 36.9759° N, 82.5549° W
Virginia Polytechnic Institute and State University, 37.2296° N, 80.4139° W
Virginia Commonwealth University, 37.5483° N, 77.4536° W
University of Virginia-Main Campus, 38.0355° N, 78.5034° W
Virginia Military Institute, 37.7869° N, 79.4449° W
Virginia State University, 37.2246° N, 77.4247° W
Virginia Union University, 37.5612° N, 77.4438° W
Virginia Wesleyan University, 36.8918° N, 76.1861° W
Washington and Lee University, 37.7904° N, 79.4413° W
Woodrow Wilson Rehabilitation Center, 38.2244° N, 78.8534° W
Central Washington University, 47.0033° N, 120.5383° W
Cornish College of the Arts, 47.6156° N, 122.3251° W
Eastern Washington University, 47.4917° N, 117.5859° W
The Evergreen State College, 47.0438° N, 122.9523° W
Gonzaga University, 47.6687° N, 117.4031° W
Interface College-Spokane, 47.6448° N, 117.4073° W
ITT Technical Institute-Seattle, 47.6223° N, 122.3238° W
ITT Technical Institute-Spokane Valley, 47.6619° N, 117.2299° W
Trinity Lutheran College, 47.9796° N, 122.2035° W
Northwest University, 47.7358° N, 122.1760° W
Pacific Lutheran University, 47.1489° N, 122.4372° W
University of Puget Sound, 47.2596° N, 122.4769° W
